	B19	B18	A4	A29	A10	B13	B17	A14	A30	B12	A12	A16	B21	A19	B24	A5	B14	B26	A3	A27	A9	B28	B4	A22	B2	B1	A31	A17	A20	A28	B10	A26	B11	B29	B9	A18	A15	B8	B3	A24	B25	B15	A6	B27	A1	B20	A7	B16	A13	A8	A32	A25	B6	B7	A2	B23
A15	0.292639240667	0.205174854	0.297431118667	0.175358135333	0.462399806	0.491778077333	0.5839641	0.34262645	0.323220851333	0.373418686667	0.325513614667	0.246841652667	0.332156082	0.282174145333	0.450837815333	0.340367539333	0.22929042	0.27432701	0.436233748667	0.23273098	0.179732664667	0.244576704667	0.535936620667	0.302094941333	0.268506036667	0.315322490667	0.238080182	0.194679123333	0.246193031333	0.264433570667	0.248836838667	0.211365716667	0.322077256	0.258589217333	0.220847292	0.256447295333	0.0	0.356475572667	0.211859149333	0.271659408	0.241627424667	0.276032827333	0.303057561333	0.459244654	0.551695060667	0.691273547333	0.369067886	0.174401016667	0.258886418667	0.214273012	0.34947451	0.283772064	0.315250325333	0.26327829	0.192452285333	0.33778497
B8	0.442974684	0.254130837333	0.456670082	0.351548570667	0.266473584	0.370401335333	0.352236292667	0.163231268	0.143910796	0.200828512667	0.125945586	0.412828717333	0.163511744	0.458513007333	0.580392862667	0.507492733333	0.465101399333	0.460544725333	0.592161870667	0.444332211333	0.333725837333	0.397377617333	0.426908921333	0.324710176667	0.462847166667	0.496992246	0.3817666	0.284257450667	0.422735477333	0.342675526	0.398964816667	0.398025436	0.431106922	0.434789052667	0.410959688667	0.446957153333	0.356475572667	0.0	0.271466326	0.257788215333	0.304984101333	0.442954121333	0.448496659333	0.209620885333	0.448204929333	0.442195581333	0.534697706667	0.314914506667	0.273122712667	0.423392204667	0.237101958667	0.382166786	0.502508011333	0.498468192	0.307980272667	0.486758397333
B3	0.27443523	0.170478698	0.3389756	0.176872468667	0.407497211333	0.508707497333	0.464636718667	0.260649726	0.260047339333	0.286106008	0.257893769333	0.265905804667	0.22237521	0.287500545333	0.38347643	0.32839029	0.323847990667	0.259880986	0.401637588667	0.25577626	0.18997233	0.262368906	0.523280091333	0.343732645333	0.31706131	0.287559681333	0.210786216667	0.119488256667	0.261343640667	0.311078753333	0.279950186667	0.250013196667	0.284084433333	0.304190174667	0.26093658	0.249113259333	0.211859149333	0.271466326	0.0	0.288147306667	0.195205084667	0.29658817	0.282210849333	0.368603972667	0.562734771333	0.608060322	0.398986700667	0.205635919333	0.205838842667	0.235736492	0.285702994	0.230130529333	0.331662028	0.303339931333	0.191251678667	0.366077002
A24	0.46280869	0.275440938	0.470910706667	0.370159312667	0.413664806	0.325505576	0.502603024	0.235670908667	0.208288443333	0.310905005333	0.227301328	0.366967332667	0.249721083333	0.478460817333	0.591007743333	0.498900054	0.409776614667	0.461858903333	0.61164781	0.434283050667	0.363271848667	0.367022576667	0.370782258	0.224776065333	0.451987742	0.496734261333	0.298700407333	0.300553791333	0.445558715333	0.219716358667	0.421550878667	0.423520914	0.466569744	0.451362718667	0.406289549333	0.420549426	0.271659408	0.257788215333	0.288147306667	0.0	0.347451146	0.39087175	0.447617950667	0.360548652667	0.39397623	0.58958085	0.551659772667	0.349818674	0.346351197333	0.410597076	0.240618260667	0.39817606	0.516478765333	0.461702798	0.349624970667	0.512399376667
B25	0.272174432	0.195249358667	0.306199586	0.189294689333	0.314103746667	0.541368068667	0.458491804667	0.277635502667	0.302398245333	0.231511627333	0.305021758	0.3358935	0.222123952	0.233492538	0.425883336	0.334967490667	0.255685339333	0.279577494667	0.407880021333	0.263984459333	0.164855209333	0.360439682667	0.513653069333	0.246273511333	0.309439269333	0.353941555333	0.270537352	0.192346892	0.243357386667	0.241507355333	0.235932647333	0.260093885333	0.221901203333	0.258419495333	0.281440794	0.350463950667	0.241627424667	0.304984101333	0.195205084667	0.347451146	0.0	0.373033594667	0.371415454	0.334411025333	0.55603354	0.555425837333	0.2900748	0.151139208	0.127391044667	0.276721912667	0.329593402667	0.223594295333	0.249887123333	0.332022246667	0.139313294	0.24887024
B15	0.331241341333	0.309362230667	0.276960099333	0.254010753333	0.591636194667	0.660987954	0.676757919333	0.430613022667	0.394138253333	0.488108363333	0.423339587333	0.155825748	0.412530490667	0.314746480667	0.449071993333	0.340466672	0.410125239333	0.279222472	0.461318613333	0.235704183333	0.289127497333	0.222352408	0.699860737333	0.504378755333	0.247609521333	0.316082806	0.405459762667	0.273716048	0.234453321333	0.461158083333	0.261379898	0.240126393333	0.418092502	0.262023535333	0.193447927333	0.208459089333	0.276032827333	0.442954121333	0.29658817	0.39087175	0.373033594667	0.0	0.217981839333	0.56374748	0.735926333333	0.787217173333	0.354147350667	0.282310448	0.389106586	0.199538346	0.302226926667	0.343143291333	0.319801076667	0.300916765333	0.318036782	0.384048588
A6	0.275770876667	0.354406091333	0.286518198667	0.282763763333	0.592268196667	0.658059104	0.671652753333	0.451147427333	0.431972974	0.468881846667	0.433796184	0.171726018	0.399424660667	0.351109828	0.411627835333	0.310462382	0.386039946667	0.271486538	0.399286292667	0.259999989333	0.317085631333	0.214609972667	0.654821868667	0.515268838667	0.227701955333	0.268384605333	0.388434404667	0.250352262	0.273481698	0.47747304	0.266487230667	0.276891155333	0.425066897333	0.272934505333	0.206745374667	0.213203860667	0.303057561333	0.448496659333	0.282210849333	0.447617950667	0.371415454	0.217981839333	0.0	0.535011072667	0.709432080667	0.77644737	0.370939035333	0.295574307333	0.385671081333	0.2075065	0.41296391	0.363061862667	0.368690469333	0.333034176667	0.331718566667	0.380091339333
B27	0.481615652	0.358034413333	0.562829343333	0.449938137333	0.202261521333	0.342114247333	0.270485156667	0.226926830667	0.217757356	0.214835876667	0.206640595333	0.528787678667	0.253066534667	0.497465554	0.621187633333	0.527586378667	0.477048240667	0.512104896	0.609785513333	0.524585259333	0.435360805333	0.515844089333	0.362442704	0.346037326	0.560240182667	0.575294664667	0.448184090667	0.381142414667	0.507690597333	0.353254839333	0.485510075333	0.520288204	0.473413962	0.527422083333	0.534368759333	0.55442904	0.459244654	0.209620885333	0.368603972667	0.360548652667	0.334411025333	0.56374748	0.535011072667	0.0	0.368642277333	0.324640958667	0.559185444	0.419337494667	0.324605143333	0.529421591333	0.341809606667	0.438945283333	0.533421743333	0.575218422667	0.379335398	0.513154254667
A1	0.665973934667	0.580090986667	0.742353863333	0.627393470667	0.45457364	0.134734623333	0.394711258	0.444246290667	0.447369942667	0.444639920667	0.419309227333	0.699136201333	0.469005936	0.683300324667	0.790438856	0.686104381333	0.585783626	0.673297037333	0.781738192	0.682842387333	0.629900801333	0.650006004	0.154474049333	0.396643763333	0.72989836	0.739789639333	0.510595598667	0.562553634667	0.683276310667	0.391042343333	0.678975806	0.696323096	0.668164648667	0.705725138	0.707634747333	0.717426902667	0.551695060667	0.448204929333	0.562734771333	0.39397623	0.55603354	0.735926333333	0.709432080667	0.368642277333	0.0	0.420651336	0.750667269333	0.619071298667	0.537768738	0.702320874	0.553121702667	0.621363567333	0.721033254	0.703733034667	0.58915141	0.714115912
B20	0.675489448	0.579931213333	0.768048192667	0.672649154667	0.328082364	0.456597619333	0.245760706	0.452181370667	0.447183554667	0.420896731333	0.436997594	0.760663722667	0.468850228	0.71897155	0.825835097333	0.694319630667	0.672542658	0.732161881333	0.784711470667	0.758297816667	0.66744242	0.729913917333	0.460892130667	0.540634686	0.790259490667	0.801705800667	0.682854066667	0.616135557333	0.737233778667	0.570483678	0.719454696667	0.743258430667	0.636631575333	0.755775746	0.768170415333	0.790813832	0.691273547333	0.442195581333	0.608060322	0.58958085	0.555425837333	0.787217173333	0.77644737	0.324640958667	0.420651336	0.0	0.754156564	0.653526857333	0.550486239333	0.762610427333	0.560638921333	0.637788962	0.709436687333	0.802432781333	0.615858814	0.662960685333
A7	0.344258882667	0.422721182667	0.227474802	0.272009801333	0.521568381333	0.740300156667	0.664558072667	0.497869108	0.531079853333	0.447662680667	0.53067569	0.353289157333	0.44690896	0.205189608667	0.456353606667	0.358471193333	0.35509851	0.294890248	0.432619865333	0.206413251333	0.283985301333	0.415007761333	0.706796793333	0.442371583333	0.269461074667	0.380308462	0.460058176	0.366809041333	0.180637488	0.413390960667	0.198414512667	0.288681076	0.328740240667	0.182267464667	0.230026155333	0.344163728	0.369067886	0.534697706667	0.398986700667	0.551659772667	0.2900748	0.354147350667	0.370939035333	0.559185444	0.750667269333	0.754156564	0.0	0.269481774667	0.338144015333	0.280178751333	0.559273964	0.354280227333	0.144466846	0.299763716	0.278884700667	0.206511489333
B16	0.278822824	0.204839401333	0.21368567	0.122633222667	0.410446133333	0.553724135333	0.567909815333	0.297315118667	0.306798224	0.331705958	0.31634699	0.251471398667	0.288707681333	0.205933156667	0.439921005333	0.358476112	0.275312871333	0.264866613333	0.433069692	0.192266523333	0.0963434946667	0.27945688	0.597144153333	0.334194846	0.211988969333	0.320265852667	0.304945209333	0.186015473333	0.17035936	0.317098734	0.152515132667	0.172510417333	0.253659800667	0.180739740667	0.183012238	0.261075464	0.174401016667	0.314914506667	0.205635919333	0.349818674	0.151139208	0.282310448	0.295574307333	0.419337494667	0.619071298667	0.653526857333	0.269481774667	0.0	0.186707560667	0.185302595333	0.337242777333	0.26785053	0.24718965	0.278673137333	0.104716276667	0.228664501333
A13	0.328794376667	0.204584316667	0.279457717333	0.202566114	0.308602622	0.504951092	0.455698544	0.265589940667	0.274361736667	0.27030024	0.285028870667	0.364266212667	0.241552768667	0.247643322667	0.452432106	0.382754254	0.310184065333	0.315008054	0.426791072667	0.28126764	0.178969784667	0.367279646	0.520301619333	0.240330662667	0.332602719333	0.381909525333	0.277918220667	0.221301166	0.257170219333	0.267347534667	0.246477896	0.256789746	0.243873869333	0.277920846667	0.2948152	0.360868086	0.258886418667	0.273122712667	0.205838842667	0.346351197333	0.127391044667	0.389106586	0.385671081333	0.324605143333	0.537768738	0.550486239333	0.338144015333	0.186707560667	0.0	0.309526001333	0.298846466	0.284087086667	0.29006806	0.344065967333	0.141283368	0.278132655333
A8	0.275355418	0.28721633	0.203794437333	0.160866172667	0.531021896667	0.645566238667	0.616486088	0.402611472667	0.408043852667	0.432255598667	0.416756696	0.187607344667	0.390791491333	0.202013749333	0.363784872667	0.296749018	0.342670474667	0.180298876667	0.364726259333	0.142096646667	0.190486567333	0.252503640667	0.672657744667	0.427473837333	0.163316714	0.201383905333	0.300916355333	0.246737491333	0.148476978	0.383412369333	0.1806803	0.141496036667	0.307454121333	0.184145764	0.127416914667	0.137744624667	0.214273012	0.423392204667	0.235736492	0.410597076	0.276721912667	0.199538346	0.2075065	0.529421591333	0.702320874	0.762610427333	0.280178751333	0.185302595333	0.309526001333	0.0	0.429206184667	0.297839230667	0.2409728	0.196772064667	0.237046138667	0.305432538
A32	0.462880793333	0.249522825333	0.471536235333	0.372293056	0.387426158667	0.466460263333	0.491555175333	0.245647828	0.174010221333	0.319521435333	0.216744315333	0.348486084	0.251763825333	0.482107522	0.605701961333	0.522164837333	0.473580264667	0.481902124	0.612950193333	0.463276198	0.358914346667	0.346689436	0.535267284	0.367924864667	0.455173792	0.513454940667	0.3996355	0.302533090667	0.452377150667	0.385037487333	0.417179343333	0.412477633333	0.460528615333	0.456438446	0.410628900667	0.434708617333	0.34947451	0.237101958667	0.285702994	0.240618260667	0.329593402667	0.302226926667	0.41296391	0.341809606667	0.553121702667	0.560638921333	0.559273964	0.337242777333	0.298846466	0.429206184667	0.0	0.419941222	0.516283082	0.511568737333	0.329599902	0.499673869333
A25	0.25060945	0.297199138	0.368788334667	0.238413902	0.427059072667	0.603613388	0.503897997333	0.374241207333	0.398502551333	0.310537024	0.387304014667	0.31201093	0.279278128667	0.290535761333	0.38627055	0.299157862	0.282060637333	0.264550383333	0.389587543333	0.303688636	0.254123428667	0.338298720667	0.557249056667	0.363910508	0.352541828667	0.323171529333	0.303707015333	0.20256791	0.289500911333	0.331904073333	0.310669168	0.31725047	0.262586149333	0.327578973333	0.315176113333	0.321060354	0.283772064	0.382166786	0.230130529333	0.39817606	0.223594295333	0.343143291333	0.363061862667	0.438945283333	0.621363567333	0.637788962	0.354280227333	0.26785053	0.284087086667	0.297839230667	0.419941222	0.0	0.294108925333	0.345530095333	0.260157661333	0.328748455333
B6	0.297796652667	0.387621103333	0.238215522667	0.207788667333	0.474425584667	0.705549293333	0.566766621333	0.479749398	0.490093554	0.410359210667	0.490052238667	0.343001804667	0.413565680667	0.122927258667	0.403216836667	0.320545780667	0.32520086	0.247474292667	0.376458168667	0.172562582667	0.235730924667	0.379795082	0.669805158	0.408665701333	0.270860619333	0.320939464	0.388703239333	0.326605667333	0.142838395333	0.381134624	0.191263496	0.202891156667	0.237397065333	0.165326012	0.222712026667	0.293846199333	0.315250325333	0.502508011333	0.331662028	0.516478765333	0.249887123333	0.319801076667	0.368690469333	0.533421743333	0.721033254	0.709436687333	0.144466846	0.24718965	0.29006806	0.2409728	0.516283082	0.294108925333	0.0	0.237687307333	0.233671230667	0.167227087333
B7	0.329295293333	0.376489813333	0.281525172667	0.191381401333	0.568421437333	0.675423380667	0.651970642	0.476959817333	0.482130412	0.479282342	0.485494103333	0.305538864	0.438190088	0.196071900667	0.302659849333	0.325174250667	0.345194472667	0.199965790667	0.293533258667	0.146536427333	0.259036278667	0.344859245333	0.669136021333	0.440898071333	0.258937464	0.188191031333	0.284716969333	0.306946157333	0.183080301333	0.388611874	0.247622040667	0.207546114667	0.304958494	0.240050932667	0.205384163333	0.212288452	0.26327829	0.498468192	0.303339931333	0.461702798	0.332022246667	0.300916765333	0.333034176667	0.575218422667	0.703733034667	0.802432781333	0.299763716	0.278673137333	0.344065967333	0.196772064667	0.511568737333	0.345530095333	0.237687307333	0.0	0.290642511333	0.365399105333
A2	0.300927492667	0.200254382	0.236453012	0.141635732667	0.363912940667	0.533481272	0.530133652	0.286331634	0.305634324667	0.313558044	0.306323950667	0.293579331333	0.275471739333	0.200677961333	0.449601247333	0.375985782	0.290066744	0.288854775333	0.441694120667	0.219899548	0.124240495333	0.320455792667	0.578506768667	0.305708138667	0.235681164667	0.339001829333	0.295436276667	0.178865587333	0.179180060667	0.291767729333	0.157206504	0.209120500667	0.242055784	0.183821626667	0.219793996	0.298816912667	0.192452285333	0.307980272667	0.191251678667	0.349624970667	0.139313294	0.318036782	0.331718566667	0.379335398	0.58915141	0.615858814	0.278884700667	0.104716276667	0.141283368	0.237046138667	0.329599902	0.260157661333	0.233671230667	0.290642511333	0.0	0.222697724667
B23	0.303822382667	0.3724247	0.246663072667	0.26440574	0.416871602667	0.694781936667	0.583106372667	0.469415712	0.475805742667	0.407982394	0.487894654	0.348156844	0.398189785333	0.212523862	0.474019974667	0.3551669	0.319004306	0.325776374667	0.429370446667	0.274647398	0.261218652	0.397013496	0.658846544	0.410985071333	0.273424696	0.395797142	0.440452584	0.334720605333	0.233382501333	0.410505534	0.207649602	0.269352081333	0.254357775333	0.193796368667	0.271430955333	0.373929541333	0.33778497	0.486758397333	0.366077002	0.512399376667	0.24887024	0.384048588	0.380091339333	0.513154254667	0.714115912	0.662960685333	0.206511489333	0.228664501333	0.278132655333	0.305432538	0.499673869333	0.328748455333	0.167227087333	0.365399105333	0.222697724667	0.0
